date,pred_cases_mean,pred_cases_q10,pred_cases_q90,ess
2022-06-06,22902.72314930854,22895.657063525312,22910.048126869824,299.99461329160533
2022-06-07,23014.121911492377,23006.759265480665,23021.31078301925,299.99999999999994
2022-06-08,23128.958348045053,23121.630739528744,23136.1975906119,299.99999999999994
2022-06-09,23247.21214384549,23239.708029519752,23254.730942044906,299.99999999999994
2022-06-10,23368.930405133524,23361.318708816438,23376.475528705032,299.99999999999994
2022-06-11,23494.20198743164,23486.49652104769,23502.01123755338,299.99999999999994
2022-06-12,23622.982646513858,23615.237659296003,23630.661926070246,299.98046821932985
2022-06-13,23755.162780377515,23747.527150239923,23762.961829054188,299.99999999999994
2022-06-14,23890.885573809293,23883.32456388815,23899.074112453385,299.99999999999994
2022-06-15,24030.221076032503,24022.43783657722,24037.905256285576,299.99999999999994
2022-06-16,24173.13028853966,24165.51220908787,24180.85109739887,299.99999999999994
2022-06-17,24319.666713978026,24312.057525252658,24327.682925719397,299.99999999999994
2022-06-18,24469.878289951175,24462.358189245744,24477.9883202152,299.99999999999994
2022-06-19,24623.769553732516,24616.11784498632,24632.04767825084,299.99999999999994
2022-06-20,24781.329962563042,24773.1579771149,24789.403002798997,299.99999999999994
2022-06-21,24942.620832298137,24934.382047543277,24951.334320108013,299.99999999999994
2022-06-22,25107.679853962265,25099.282700137028,25116.45669418265,299.99999999999994
2022-06-23,25276.524740617573,25268.12163373767,25285.597954366847,299.99999999999994
2022-06-24,25449.13921657202,25440.604331891027,25458.20600212168,299.99999999999994
2022-06-25,25625.590219730402,25617.065608496745,25634.70454177854,299.99999999999994
2022-06-26,25805.906545855483,25796.935047215648,25814.898292236903,299.99999999999994
2022-06-27,25990.102728541926,25981.417311457604,25999.04953718159,299.99999999999994
2022-06-28,26178.236448907293,26169.712687933443,26187.30511424819,299.99999999999994
2022-06-29,26370.324327775845,26361.475264258082,26379.242040235884,299.99999999999994
2022-06-30,26566.311339306445,26557.43097216826,26575.284194477572,299.99999999999994
2022-07-01,26766.420741037466,26757.363319668395,26775.43752237251,299.99999999999994
2022-07-02,26970.52180587237,26961.285730865216,26979.699262887643,299.99999999999994
2022-07-03,27178.83315652157,27169.35615406497,27188.456509257496,299.95261382768143
2022-07-04,27391.12131112211,27381.44085686088,27400.8792830288,299.99999999999994
2022-07-05,27607.518926800592,27597.86852328571,27617.234223911903,299.99999999999994
2022-07-06,27828.103274902925,27818.377366650093,27837.79797510797,299.99999999999994
2022-07-07,28052.841326410457,28043.046688226572,28062.60524209064,299.99999999999994
2022-07-08,28281.809891593,28271.73225856644,28291.32991206011,299.99999999999994
2022-07-09,28515.07640880725,28504.964789605572,28524.688189739845,299.99999999999994
2022-07-10,28752.651329638447,28741.761971237644,28761.953767409686,299.9524680829008
2022-07-11,28994.38770320312,28983.50393720996,29004.197434264668,299.99999999999994
2022-07-12,29240.58006269821,29229.61844106708,29250.345104971453,299.99999999999994
