date,cases_mean,cases_q10,cases_q90,deaths_mean,deaths_q10,deaths_q90,icu_mean,icu_q10,icu_q90,hospitalization_proxy_mean,hospitalization_proxy_q10,hospitalization_proxy_q90,ess
2021-12-08,90445.24291444196,90439.19525597797,90451.74904569345,333.20428164784676,333.1725236838515,333.23368635094107,4040.970520384337,4040.403683728672,4041.540630798159,15410.240865473863,15408.867728766567,15411.488423313656,250.00000000000017
2021-12-09,90441.74251090152,90435.67799906692,90448.30550127696,334.2253370630384,334.1931110515742,334.25725071167477,4058.803518558015,4058.257499204365,4059.397896542962,15454.594835655696,15453.186108396345,15455.961670855007,249.9999999999999
2021-12-10,90420.29588118104,90414.19017404267,90426.52213278881,335.18496614677696,335.1508200498407,335.2188094432441,4075.979437457498,4075.396937532283,4076.550634838391,15496.061672221156,15494.571088132521,15497.542268150537,250.00000000000017
2021-12-11,90384.04355906059,90377.9006612542,90390.21577249446,336.0851423575659,336.05162702919984,336.1183409972011,4092.5172060182995,4091.9272506644543,4093.131902214611,15534.735278809627,15533.281816976592,15536.159051318682,249.9999999999999
2021-12-12,90332.44890777042,90326.39182990676,90338.55779604499,336.92478420978637,336.8911079501791,336.95545049525674,4108.368451153528,4107.779328162576,4108.990122668368,15570.584194644793,15569.121824660704,15571.871014135422,250.00000000000017
2021-12-13,90275.24858600459,90268.98768166311,90281.37275846173,337.703065936427,337.66940377788717,337.7369155306957,4123.563522699335,4122.97038837128,4124.147640534011,15603.548984707035,15602.089468114442,15605.023111860819,249.9999999999999
2021-12-14,90202.86864797934,90196.73432757302,90209.0729715685,338.4196277920674,338.38674206945456,338.4528187606117,4138.074049291702,4137.463326832614,4138.627392778174,15633.625647323704,15632.21625269097,15635.08130699105,250.00000000000017
2021-12-15,90111.21931323336,90104.95856365023,90117.38495735452,339.0755916002289,339.0391002827822,339.10854199980184,4151.902027938976,4151.289119628866,4152.464151988611,15660.872174781009,15659.27416244703,15662.31055157451,249.9999999999999
2021-12-16,89997.25611480641,89990.89994576613,90003.43055576438,339.6698545427522,339.6350385518925,339.70231477897016,4165.022929093899,4164.398361808971,4165.610373627629,15685.24343430596,15683.739733358041,15686.642686457571,250.00000000000017
2021-12-17,89864.21304081607,89857.83602400904,89870.33984016499,340.203514390035,340.1654960724999,340.23926589354005,4177.416659210154,4176.734701379489,4178.0579836542165,15706.807778838604,15705.165739931841,15708.351897736731,249.9999999999999
